"","ccode1","ccode2","year","DR_at_1","DR_at_2","period","dipSym","dipSymNext","time.curr","region1","region2","sameregion","region"
"31973",92,305,1965,9,9,"2","sym","x",0,1,2,"no",6
"31974",92,305,1970,0,1,"3","x","sym",0,1,2,"no",6
"31975",92,305,1975,3,3,"3","sym","sym",0,1,2,"no",6
"31976",92,305,1980,3,3,"3","sym","end",5,1,2,"no",6
"31986",92,310,1940,2,0,"1","x","end",0,1,2,"no",6
"32001",92,315,1930,1,0,"1","x","x",0,1,2,"no",6
"32002",92,315,1935,1,0,"1","x","end",5,1,2,"no",6
"32018",92,325,1879,1,0,"1","x","x",0,1,2,"no",6
"32021",92,325,1894,2,0,"1","x","x",15,1,2,"no",6
"32023",92,325,1904,2,0,"1","x","x",25,1,2,"no",6
"32024",92,325,1909,2,0,"1","x","x",30,1,2,"no",6
"32025",92,325,1914,2,0,"1","x","sym",35,1,2,"no",6
"32026",92,325,1920,2,2,"1","sym","sym",0,1,2,"no",6
"32027",92,325,1925,2,2,"1","sym","sym",5,1,2,"no",6
"32028",92,325,1930,2,2,"1","sym","asym",10,1,2,"no",6
"32029",92,325,1935,1,2,"1","asym","x",0,1,2,"no",6
"32030",92,325,1940,2,0,"1","x","x",0,1,2,"no",6
"32031",92,325,1950,9,0,"2","x","sym",10,1,2,"no",6
"32032",92,325,1955,9,9,"2","sym","sym",0,1,2,"no",6
"32033",92,325,1960,9,9,"2","sym","sym",5,1,2,"no",6
"32034",92,325,1965,9,9,"2","sym","sym",10,1,2,"no",6
"32035",92,325,1970,3,3,"3","sym","sym",15,1,2,"no",6
"32036",92,325,1975,3,3,"3","sym","sym",20,1,2,"no",6
"32037",92,325,1980,3,3,"3","sym","sym",25,1,2,"no",6
"32038",92,325,1985,3,3,"3","sym","sym",30,1,2,"no",6
"32039",92,325,1990,3,3,"3","sym","sym",35,1,2,"no",6
"32040",92,325,1995,3,3,"4","sym","asym",40,1,2,"no",6
"32041",92,325,2000,3,1,"4","asym","asym",0,1,2,"no",6
"32048",92,338,1975,3,0,"3","x","x",0,1,2,"no",6
"32049",92,338,1980,3,0,"3","x","end",5,1,2,"no",6
"32127",92,350,1975,3,3,"3","sym","sym",0,1,2,"no",6
"32128",92,350,1980,3,3,"3","sym","end",5,1,2,"no",6
"32264",92,375,1970,1,0,"3","x","x",0,1,2,"no",6
"32265",92,375,1975,3,0,"3","x","end",5,1,2,"no",6
"32284",92,380,1940,2,0,"1","x","sym",0,1,2,"no",6
"32286",92,380,1955,9,9,"2","sym","sym",0,1,2,"no",6
"32287",92,380,1960,9,9,"2","sym","sym",5,1,2,"no",6
"32288",92,380,1965,9,9,"2","sym","sym",10,1,2,"no",6
"32289",92,380,1970,3,3,"3","sym","sym",15,1,2,"no",6
"32290",92,380,1975,3,3,"3","sym","sym",20,1,2,"no",6
"32291",92,380,1980,3,3,"3","sym","x",25,1,2,"no",6
"32298",92,385,1914,2,0,"1","x","x",0,1,2,"no",6
"32299",92,385,1920,2,0,"1","x","x",6,1,2,"no",6
"32300",92,385,1925,2,0,"1","x","x",11,1,2,"no",6
"32304",92,385,1950,9,0,"2","x","x",36,1,2,"no",6
"32305",92,385,1955,9,0,"2","x","x",41,1,2,"no",6
"32306",92,385,1960,9,0,"2","x","x",46,1,2,"no",6
"32307",92,385,1965,9,0,"2","x","x",51,1,2,"no",6
"32308",92,385,1970,0,3,"3","x","sym",56,1,2,"no",6
"32309",92,385,1975,3,3,"3","sym","sym",0,1,2,"no",6
"32310",92,385,1980,3,3,"3","sym","end",5,1,2,"no",6
"32326",92,390,1930,2,0,"1","x","x",0,1,2,"no",6
"32328",92,390,1940,1,0,"1","x","x",10,1,2,"no",6
"32329",92,390,1950,9,0,"2","x","x",20,1,2,"no",6
"32330",92,390,1955,9,0,"2","x","x",25,1,2,"no",6
"32331",92,390,1960,9,0,"2","x","x",30,1,2,"no",6
"32332",92,390,1965,9,0,"2","x","x",35,1,2,"no",6
"32333",92,390,1970,0,3,"3","x","sym",40,1,2,"no",6
"32334",92,390,1975,3,3,"3","sym","sym",0,1,2,"no",6
"32335",92,390,1980,3,3,"3","sym","end",5,1,2,"no",6
"32472",92,450,1925,2,0,"1","x","end",0,1,3,"no",7
"32639",92,520,1995,9,0,"4","x","x",0,1,3,"no",7
"32640",92,520,2000,9,0,"4","x","end",5,1,3,"no",7
"32722",92,560,1975,3,0,"3","x","end",0,1,3,"no",7
"32888",92,640,1970,0,1,"3","x","sym",0,1,4,"no",8
"32889",92,640,1975,3,3,"3","sym","x",0,1,4,"no",8
"32890",92,640,1980,3,0,"3","x","end",0,1,4,"no",8
"32916",92,651,1970,3,0,"3","x","x",0,1,4,"no",8
"32917",92,651,1975,3,0,"3","x","x",5,1,4,"no",8
"32918",92,651,1980,3,0,"3","x","x",10,1,4,"no",8
"32940",92,660,1975,3,0,"3","x","x",0,1,4,"no",8
"32941",92,660,1980,3,0,"3","x","end",5,1,4,"no",8
"32961",92,666,1960,9,0,"2","x","x",0,1,4,"no",8
"32962",92,666,1965,9,0,"2","x","x",5,1,4,"no",8
"32963",92,666,1970,0,3,"3","x","sym",10,1,4,"no",8
"32964",92,666,1975,3,3,"3","sym","x",0,1,4,"no",8
"32965",92,666,1980,0,3,"3","x","sym",0,1,4,"no",8
"32966",92,666,1985,3,3,"3","sym","sym",0,1,4,"no",8
"32967",92,666,1990,3,3,"3","sym","sym",5,1,4,"no",8
"32968",92,666,1995,3,3,"4","sym","sym",10,1,4,"no",8
"32969",92,666,2000,3,3,"4","sym","sym",15,1,4,"no",8
"33121",92,713,1970,3,0,"3","x","sym",0,1,5,"no",9
"33122",92,713,1975,3,3,"3","sym","sym",0,1,5,"no",9
"33123",92,713,1980,3,3,"3","sym","sym",5,1,5,"no",9
"33124",92,713,1985,3,3,"3","sym","sym",10,1,5,"no",9
"33125",92,713,1990,3,3,"3","sym","sym",15,1,5,"no",9
"33126",92,713,1995,3,3,"4","sym","sym",20,1,5,"no",9
"33127",92,713,2000,3,3,"4","sym","sym",25,1,5,"no",9
"33148",92,732,1965,9,0,"2","x","x",0,1,5,"no",9
"33149",92,732,1970,3,0,"3","x","sym",5,1,5,"no",9
"33150",92,732,1975,3,3,"3","sym","x",0,1,5,"no",9
"33151",92,732,1980,3,0,"3","x","x",0,1,5,"no",9
"33154",92,732,1995,0,1,"4","x","x",15,1,5,"no",9
"33155",92,732,2000,0,3,"4","x","sym",20,1,5,"no",9
"33169",92,740,1940,2,0,"1","x","x",0,1,5,"no",9
"33170",92,740,1955,9,0,"2","x","x",15,1,5,"no",9
"33171",92,740,1960,9,0,"2","x","sym",20,1,5,"no",9
"33172",92,740,1965,9,9,"2","sym","sym",0,1,5,"no",9
"33173",92,740,1970,3,3,"3","sym","sym",5,1,5,"no",9
"33174",92,740,1975,3,3,"3","sym","sym",10,1,5,"no",9
"33175",92,740,1980,3,3,"3","sym","asym",15,1,5,"no",9
"33176",92,740,1985,1,3,"3","asym","asym",0,1,5,"no",9
"33177",92,740,1990,1,3,"3","asym","asym",5,1,5,"no",9
"33178",92,740,1995,1,3,"4","asym","asym",10,1,5,"no",9
"33179",92,740,2000,1,3,"4","asym","sym",15,1,5,"no",9
"33359",92,840,1975,3,0,"3","x","x",0,1,5,"no",9
"33360",92,840,1980,3,0,"3","x","end",5,1,5,"no",9
"33709",93,94,1925,1,1,"1","sym","x",0,1,1,"yes",1
"33710",93,94,1930,0,2,"1","x","x",0,1,1,"yes",1
"33711",93,94,1935,0,2,"1","x","sym",5,1,1,"yes",1
"33712",93,94,1940,2,2,"1","sym","sym",0,1,1,"yes",1
"33713",93,94,1950,9,9,"2","sym","x",10,1,1,"yes",1
"33715",93,94,1960,9,0,"2","x","sym",0,1,1,"yes",1
"33716",93,94,1965,9,9,"2","sym","sym",0,1,1,"yes",1
"33717",93,94,1970,3,3,"3","sym","sym",5,1,1,"yes",1
"33718",93,94,1975,3,3,"3","sym","sym",10,1,1,"yes",1
"33719",93,94,1980,3,3,"3","sym","sym",15,1,1,"yes",1
"33720",93,94,1985,3,3,"3","sym","x",20,1,1,"yes",1
"33721",93,94,1990,0,3,"3","x","sym",0,1,1,"yes",1
"33722",93,94,1995,3,3,"4","sym","sym",0,1,1,"yes",1
"33723",93,94,2000,3,3,"4","sym","sym",5,1,1,"yes",1
"33725",93,95,1920,0,2,"1","x","x",0,1,1,"yes",1
"33726",93,95,1925,0,1,"1","x","x",5,1,1,"yes",1
"33727",93,95,1930,0,2,"1","x","x",10,1,1,"yes",1
"33728",93,95,1935,0,2,"1","x","sym",15,1,1,"yes",1
"33729",93,95,1940,2,2,"1","sym","sym",0,1,1,"yes",1
"33730",93,95,1950,9,9,"2","sym","sym",10,1,1,"yes",1
"33733",93,95,1965,9,9,"2","sym","sym",25,1,1,"yes",1
"33734",93,95,1970,3,3,"3","sym","sym",30,1,1,"yes",1
"33735",93,95,1975,3,3,"3","sym","sym",35,1,1,"yes",1
"33736",93,95,1980,3,3,"3","sym","sym",40,1,1,"yes",1
"33737",93,95,1985,3,3,"3","sym","sym",45,1,1,"yes",1
"33738",93,95,1990,3,3,"3","sym","sym",50,1,1,"yes",1
"33739",93,95,1995,3,3,"4","sym","sym",55,1,1,"yes",1
"33740",93,95,2000,3,3,"4","sym","sym",60,1,1,"yes",1
"33745",93,100,1920,2,0,"1","x","x",0,1,1,"yes",1
"33746",93,100,1925,2,0,"1","x","sym",5,1,1,"yes",1
"33747",93,100,1930,2,2,"1","sym","x",0,1,1,"yes",1
"33748",93,100,1935,1,0,"1","x","x",0,1,1,"yes",1
"33749",93,100,1940,2,0,"1","x","sym",5,1,1,"yes",1
"33750",93,100,1950,9,9,"2","sym","sym",0,1,1,"yes",1
"33753",93,100,1965,9,9,"2","sym","sym",15,1,1,"yes",1
"33754",93,100,1970,3,3,"3","sym","sym",20,1,1,"yes",1
"33755",93,100,1975,3,3,"3","sym","sym",25,1,1,"yes",1
"33756",93,100,1980,3,3,"3","sym","x",30,1,1,"yes",1
"33757",93,100,1985,0,3,"3","x","sym",0,1,1,"yes",1
"33758",93,100,1990,3,3,"3","sym","sym",0,1,1,"yes",1
"33759",93,100,1995,3,3,"4","sym","sym",5,1,1,"yes",1
"33760",93,100,2000,3,3,"4","sym","sym",10,1,1,"yes",1
"33763",93,101,1909,0,2,"1","x","x",0,1,1,"yes",1
"33764",93,101,1914,0,2,"1","x","x",5,1,1,"yes",1
"33769",93,101,1940,0,2,"1","x","sym",31,1,1,"yes",1
"33770",93,101,1950,9,9,"2","sym","x",0,1,1,"yes",1
"33771",93,101,1955,9,0,"2","x","x",0,1,1,"yes",1
"33772",93,101,1960,9,0,"2","x","sym",5,1,1,"yes",1
"33773",93,101,1965,9,9,"2","sym","sym",0,1,1,"yes",1
"33774",93,101,1970,3,3,"3","sym","sym",5,1,1,"yes",1
"33775",93,101,1975,3,3,"3","sym","sym",10,1,1,"yes",1
"33776",93,101,1980,3,3,"3","sym","sym",15,1,1,"yes",1
"33777",93,101,1985,3,3,"3","sym","sym",20,1,1,"yes",1
"33778",93,101,1990,3,3,"3","sym","sym",25,1,1,"yes",1
"33779",93,101,1995,3,3,"4","sym","sym",30,1,1,"yes",1
"33780",93,101,2000,3,3,"4","sym","sym",35,1,1,"yes",1
"33805",93,130,1950,9,0,"2","x","x",0,1,1,"yes",1
"33806",93,130,1955,9,0,"2","x","x",5,1,1,"yes",1
"33807",93,130,1960,9,0,"2","x","sym",10,1,1,"yes",1
"33808",93,130,1965,9,9,"2","sym","asym",0,1,1,"yes",1
"33809",93,130,1970,1,3,"3","asym","sym",0,1,1,"yes",1
"33810",93,130,1975,3,3,"3","sym","sym",0,1,1,"yes",1
"33811",93,130,1980,3,3,"3","sym","sym",5,1,1,"yes",1
"33812",93,130,1985,3,3,"3","sym","x",10,1,1,"yes",1
"33813",93,130,1990,3,0,"3","x","x",0,1,1,"yes",1
"33814",93,130,1995,3,0,"4","x","x",5,1,1,"yes",1
"33815",93,130,2000,3,0,"4","x","x",10,1,1,"yes",1
"33818",93,135,1909,1,0,"1","x","x",0,1,1,"yes",1
"33821",93,135,1925,2,0,"1","x","x",16,1,1,"yes",1
"33823",93,135,1935,2,0,"1","x","x",26,1,1,"yes",1
"33824",93,135,1940,2,0,"1","x","sym",31,1,1,"yes",1
"33825",93,135,1950,9,9,"2","sym","x",0,1,1,"yes",1
"33826",93,135,1955,9,0,"2","x","x",0,1,1,"yes",1
"33827",93,135,1960,9,0,"2","x","sym",5,1,1,"yes",1
"33828",93,135,1965,9,9,"2","sym","sym",0,1,1,"yes",1
"33829",93,135,1970,3,3,"3","sym","sym",5,1,1,"yes",1
"33830",93,135,1975,3,3,"3","sym","sym",10,1,1,"yes",1
"33831",93,135,1980,3,3,"3","sym","sym",15,1,1,"yes",1
"33832",93,135,1985,3,3,"3","sym","sym",20,1,1,"yes",1
"33833",93,135,1990,3,3,"3","sym","sym",25,1,1,"yes",1
"33834",93,135,1995,3,3,"4","sym","sym",30,1,1,"yes",1
"33835",93,135,2000,3,3,"4","sym","asym",35,1,1,"yes",1
"33841",93,140,1925,1,0,"1","x","x",0,1,1,"yes",1
"33842",93,140,1930,2,0,"1","x","x",5,1,1,"yes",1
"33843",93,140,1935,2,0,"1","x","x",10,1,1,"yes",1
"33846",93,140,1955,9,0,"2","x","x",30,1,1,"yes",1
"33847",93,140,1960,9,0,"2","x","sym",35,1,1,"yes",1
"33848",93,140,1965,9,9,"2","sym","sym",0,1,1,"yes",1
"33849",93,140,1970,3,3,"3","sym","sym",5,1,1,"yes",1
"33850",93,140,1975,3,3,"3","sym","asym",10,1,1,"yes",1
"33851",93,140,1980,1,3,"3","asym","sym",0,1,1,"yes",1
"33852",93,140,1985,3,3,"3","sym","sym",0,1,1,"yes",1
"33853",93,140,1990,3,3,"3","sym","sym",5,1,1,"yes",1
"33854",93,140,1995,3,3,"4","sym","asym",10,1,1,"yes",1
"33855",93,140,2000,1,3,"4","asym","asym",0,1,1,"yes",1
"33872",93,145,1985,0,3,"3","x","end",0,1,1,"yes",1
"33886",93,150,1955,9,0,"2","x","x",0,1,1,"yes",1
"33888",93,150,1965,0,9,"2","x","end",10,1,1,"yes",1
"33897",93,155,1904,1,0,"1","x","x",0,1,1,"yes",1
"33901",93,155,1925,2,0,"1","x","x",21,1,1,"yes",1
"33902",93,155,1930,2,0,"1","x","x",26,1,1,"yes",1
"33903",93,155,1935,2,0,"1","x","x",31,1,1,"yes",1
"33904",93,155,1940,2,0,"1","x","sym",36,1,1,"yes",1
"33905",93,155,1950,9,9,"2","sym","x",0,1,1,"yes",1
"33906",93,155,1955,9,0,"2","x","x",0,1,1,"yes",1
"33907",93,155,1960,9,0,"2","x","sym",5,1,1,"yes",1
"33908",93,155,1965,9,9,"2","sym","asym",0,1,1,"yes",1
"33909",93,155,1970,3,2,"3","asym","sym",0,1,1,"yes",1
"33910",93,155,1975,3,3,"3","sym","sym",0,1,1,"yes",1
"33911",93,155,1980,3,3,"3","sym","asym",5,1,1,"yes",1
"33912",93,155,1985,1,3,"3","asym","x",0,1,1,"yes",1
"33913",93,155,1990,1,0,"3","x","x",0,1,1,"yes",1
"33914",93,155,1995,1,0,"4","x","asym",5,1,1,"yes",1
"33915",93,155,2000,1,9,"4","asym","sym",0,1,1,"yes",1
"33921",93,160,1925,2,0,"1","x","x",0,1,1,"yes",1
"33922",93,160,1930,2,0,"1","x","asym",5,1,1,"yes",1
"33923",93,160,1935,2,1,"1","asym","asym",0,1,1,"yes",1
"33924",93,160,1940,2,1,"1","asym","sym",5,1,1,"yes",1
"33925",93,160,1950,9,9,"2","sym","x",0,1,1,"yes",1
"33926",93,160,1955,9,0,"2","x","x",0,1,1,"yes",1
"33927",93,160,1960,9,0,"2","x","sym",5,1,1,"yes",1
"33928",93,160,1965,9,9,"2","sym","sym",0,1,1,"yes",1
"33929",93,160,1970,3,3,"3","sym","sym",5,1,1,"yes",1
"33930",93,160,1975,3,3,"3","sym","sym",10,1,1,"yes",1
"33931",93,160,1980,3,3,"3","sym","sym",15,1,1,"yes",1
"33932",93,160,1985,3,3,"3","sym","sym",20,1,1,"yes",1
"33933",93,160,1990,3,3,"3","sym","sym",25,1,1,"yes",1
"33934",93,160,1995,3,3,"4","sym","sym",30,1,1,"yes",1
"33935",93,160,2000,3,3,"4","sym","sym",35,1,1,"yes",1
"33942",93,165,1930,2,0,"1","x","sym",0,1,1,"yes",1
"33950",93,165,1975,3,3,"3","sym","sym",0,1,1,"yes",1
"33951",93,165,1980,3,3,"3","sym","asym",5,1,1,"yes",1
"33952",93,165,1985,3,1,"3","asym","asym",0,1,1,"yes",1
"33953",93,165,1990,3,1,"3","asym","asym",5,1,1,"yes",1
"33954",93,165,1995,3,1,"4","asym","asym",10,1,1,"yes",1
"33955",93,165,2000,3,1,"4","asym","end",15,1,1,"yes",1
"33957",93,200,1904,2,2,"1","sym","sym",0,1,2,"no",6
"33958",93,200,1909,2,2,"1","sym","sym",5,1,2,"no",6
"33959",93,200,1914,2,2,"1","sym","sym",10,1,2,"no",6
"33960",93,200,1920,2,2,"1","sym","asym",16,1,2,"no",6
"33961",93,200,1925,2,1,"1","asym","sym",0,1,2,"no",6
"33962",93,200,1930,2,2,"1","sym","asym",0,1,2,"no",6
"33963",93,200,1935,2,1,"1","asym","sym",0,1,2,"no",6
"33964",93,200,1940,2,2,"1","sym","sym",0,1,2,"no",6
"33965",93,200,1950,9,9,"2","sym","sym",10,1,2,"no",6
"33966",93,200,1955,9,9,"2","sym","sym",15,1,2,"no",6
"33967",93,200,1960,9,9,"2","sym","sym",20,1,2,"no",6
"33968",93,200,1965,9,9,"2","sym","sym",25,1,2,"no",6
"33969",93,200,1970,3,3,"3","sym","asym",30,1,2,"no",6
"33970",93,200,1975,3,1,"3","asym","sym",0,1,2,"no",6
"33971",93,200,1980,3,3,"3","sym","asym",0,1,2,"no",6
"33972",93,200,1985,1,3,"3","asym","asym",0,1,2,"no",6
"33973",93,200,1990,1,3,"3","asym","sym",5,1,2,"no",6
"33974",93,200,1995,3,3,"4","sym","sym",0,1,2,"no",6
"33975",93,200,2000,3,3,"4","sym","x",5,1,2,"no",6
"33994",93,210,1909,0,2,"1","x","x",0,1,2,"no",6
"33995",93,210,1914,0,2,"1","x","x",5,1,2,"no",6
"33996",93,210,1920,0,2,"1","x","asym",11,1,2,"no",6
"33998",93,210,1930,2,1,"1","asym","x",0,1,2,"no",6
"34001",93,210,1950,9,0,"2","x","x",0,1,2,"no",6
"34002",93,210,1955,9,0,"2","x","x",5,1,2,"no",6
"34003",93,210,1960,9,0,"2","x","x",10,1,2,"no",6
"34004",93,210,1965,9,0,"2","x","x",15,1,2,"no",6
"34005",93,210,1970,0,3,"3","x","x",20,1,2,"no",6
"34006",93,210,1975,0,1,"3","x","sym",25,1,2,"no",6
"34007",93,210,1980,3,3,"3","sym","x",0,1,2,"no",6
"34008",93,210,1985,0,3,"3","x","x",0,1,2,"no",6
"34009",93,210,1990,0,3,"3","x","x",5,1,2,"no",6
"34010",93,210,1995,0,3,"4","x","x",10,1,2,"no",6
"34011",93,210,2000,0,3,"4","x","sym",15,1,2,"no",6
"34014",93,211,1909,1,0,"1","x","x",0,1,2,"no",6
"34015",93,211,1914,2,0,"1","x","sym",5,1,2,"no",6
"34016",93,211,1920,2,2,"1","sym","sym",0,1,2,"no",6
"34017",93,211,1925,2,2,"1","sym","x",5,1,2,"no",6
"34018",93,211,1930,2,0,"1","x","x",0,1,2,"no",6
"34019",93,211,1935,1,0,"1","x","x",5,1,2,"no",6
"34020",93,211,1940,2,0,"1","x","x",10,1,2,"no",6
"34021",93,211,1950,9,0,"2","x","x",20,1,2,"no",6
"34024",93,211,1965,0,9,"2","x","asym",35,1,2,"no",6
"34025",93,211,1970,3,1,"3","asym","sym",0,1,2,"no",6
"34026",93,211,1975,3,3,"3","sym","sym",0,1,2,"no",6
"34027",93,211,1980,3,3,"3","sym","x",5,1,2,"no",6
"34028",93,211,1985,0,3,"3","x","x",0,1,2,"no",6
"34029",93,211,1990,0,3,"3","x","x",5,1,2,"no",6
"34030",93,211,1995,0,3,"4","x","x",10,1,2,"no",6
"34031",93,211,2000,0,3,"4","x","x",15,1,2,"no",6
"34044",93,212,1980,0,3,"3","x","end",0,1,2,"no",6
"34050",93,220,1904,0,2,"1","x","sym",0,1,2,"no",6
"34051",93,220,1909,2,2,"1","sym","sym",0,1,2,"no",6
"34052",93,220,1914,2,2,"1","sym","sym",5,1,2,"no",6
"34053",93,220,1920,2,2,"1","sym","asym",11,1,2,"no",6
"34054",93,220,1925,1,2,"1","asym","sym",0,1,2,"no",6
"34055",93,220,1930,2,2,"1","sym","sym",0,1,2,"no",6
"34056",93,220,1935,2,2,"1","sym","sym",5,1,2,"no",6
"34057",93,220,1940,2,2,"1","sym","sym",10,1,2,"no",6
"34058",93,220,1950,9,9,"2","sym","x",20,1,2,"no",6
"34059",93,220,1955,9,0,"2","x","x",0,1,2,"no",6
"34060",93,220,1960,9,0,"2","x","sym",5,1,2,"no",6
"34061",93,220,1965,9,9,"2","sym","sym",0,1,2,"no",6
"34062",93,220,1970,3,3,"3","sym","sym",5,1,2,"no",6
"34063",93,220,1975,3,3,"3","sym","sym",10,1,2,"no",6
"34064",93,220,1980,3,3,"3","sym","sym",15,1,2,"no",6
"34065",93,220,1985,3,3,"3","sym","sym",20,1,2,"no",6
"34066",93,220,1990,3,3,"3","sym","sym",25,1,2,"no",6
"34067",93,220,1995,3,3,"4","sym","sym",30,1,2,"no",6
"34068",93,220,2000,3,3,"4","sym","x",35,1,2,"no",6
"34089",93,225,1970,3,3,"3","sym","sym",0,1,2,"no",6
"34090",93,225,1975,3,3,"3","sym","asym",5,1,2,"no",6
"34091",93,225,1980,3,1,"3","asym","end",0,1,2,"no",6
"34097",93,230,1904,2,1,"1","asym","sym",0,1,2,"no",6
"34098",93,230,1909,2,2,"1","sym","sym",0,1,2,"no",6
"34099",93,230,1914,2,2,"1","sym","sym",5,1,2,"no",6
"34100",93,230,1920,2,2,"1","sym","x",11,1,2,"no",6
"34101",93,230,1925,1,0,"1","x","x",0,1,2,"no",6
"34102",93,230,1930,2,0,"1","x","x",5,1,2,"no",6
"34103",93,230,1935,2,0,"1","x","x",10,1,2,"no",6
"34104",93,230,1940,2,0,"1","x","sym",15,1,2,"no",6
"34105",93,230,1950,9,9,"2","sym","x",0,1,2,"no",6
"34106",93,230,1955,9,0,"2","x","x",0,1,2,"no",6
"34107",93,230,1960,9,0,"2","x","sym",5,1,2,"no",6
"34108",93,230,1965,9,9,"2","sym","sym",0,1,2,"no",6
"34109",93,230,1970,3,3,"3","sym","sym",5,1,2,"no",6
"34110",93,230,1975,3,3,"3","sym","sym",10,1,2,"no",6
"34111",93,230,1980,3,3,"3","sym","sym",15,1,2,"no",6
"34112",93,230,1985,3,3,"3","sym","sym",20,1,2,"no",6
"34113",93,230,1990,3,3,"3","sym","sym",25,1,2,"no",6
"34114",93,230,1995,3,3,"4","sym","sym",30,1,2,"no",6
"34115",93,230,2000,3,3,"4","sym","sym",35,1,2,"no",6
"34122",93,235,1914,1,2,"1","asym","asym",0,1,2,"no",6
"34123",93,235,1920,1,2,"1","asym","x",6,1,2,"no",6
"34124",93,235,1925,1,0,"1","x","x",0,1,2,"no",6
"34130",93,235,1960,9,0,"2","x","x",35,1,2,"no",6
"34131",93,235,1965,9,0,"2","x","x",40,1,2,"no",6
"34132",93,235,1970,3,0,"3","x","x",45,1,2,"no",6
"34133",93,235,1975,0,3,"3","x","x",50,1,2,"no",6
"34134",93,235,1980,3,0,"3","x","end",55,1,2,"no",6
"34140",93,255,1904,2,0,"1","x","x",0,1,2,"no",6
"34141",93,255,1909,2,0,"1","x","x",5,1,2,"no",6
"34142",93,255,1914,2,0,"1","x","x",10,1,2,"no",6
"34143",93,255,1920,2,0,"1","x","x",16,1,2,"no",6
"34144",93,255,1925,2,0,"1","x","x",21,1,2,"no",6
"34145",93,255,1930,2,0,"1","x","asym",26,1,2,"no",6
"34146",93,255,1935,2,1,"1","asym","sym",0,1,2,"no",6
"34147",93,255,1940,2,2,"1","sym","asym",0,1,2,"no",6
"34148",93,255,1990,3,1,"3","asym","sym",0,1,2,"no",6
"34149",93,255,1995,3,3,"4","sym","sym",0,1,2,"no",6
"34150",93,255,2000,3,3,"4","sym","sym",5,1,2,"no",6
"34152",93,260,1955,9,0,"2","x","x",0,1,2,"no",6
"34153",93,260,1960,9,0,"2","x","sym",5,1,2,"no",6
"34154",93,260,1965,9,9,"2","sym","sym",0,1,2,"no",6
"34155",93,260,1970,3,3,"3","sym","sym",5,1,2,"no",6
"34156",93,260,1975,3,3,"3","sym","sym",10,1,2,"no",6
"34157",93,260,1980,3,3,"3","sym","sym",15,1,2,"no",6
"34158",93,260,1985,3,3,"3","sym","end",20,1,2,"no",6
"34165",93,265,1980,3,0,"3","x","sym",0,1,2,"no",6
"34166",93,265,1985,3,3,"3","sym","end",0,1,2,"no",6
"34172",93,290,1950,9,0,"2","x","x",0,1,2,"no",6
"34173",93,290,1955,9,0,"2","x","x",5,1,2,"no",6
"34174",93,290,1960,9,0,"2","x","x",10,1,2,"no",6
"34175",93,290,1965,9,0,"2","x","x",15,1,2,"no",6
"34176",93,290,1970,3,0,"3","x","x",20,1,2,"no",6
"34177",93,290,1975,3,0,"3","x","x",25,1,2,"no",6
"34178",93,290,1980,3,0,"3","x","x",30,1,2,"no",6
"34179",93,290,1985,3,0,"3","x","x",35,1,2,"no",6
"34180",93,290,1990,3,0,"3","x","end",40,1,2,"no",6
"34191",93,305,1955,9,0,"2","x","x",0,1,2,"no",6
"34192",93,305,1960,9,0,"2","x","x",5,1,2,"no",6
"34193",93,305,1965,9,0,"2","x","sym",10,1,2,"no",6
"34194",93,305,1970,3,3,"3","sym","sym",0,1,2,"no",6
"34195",93,305,1975,3,3,"3","sym","asym",5,1,2,"no",6
"34196",93,305,1980,3,1,"3","asym","x",0,1,2,"no",6
"34197",93,305,1985,0,3,"3","x","x",0,1,2,"no",6
"34199",93,305,1995,0,3,"4","x","x",10,1,2,"no",6
"34200",93,305,2000,0,3,"4","x","x",15,1,2,"no",6
"34213",93,310,1980,3,0,"3","x","x",0,1,2,"no",6
"34214",93,310,1985,3,0,"3","x","asym",5,1,2,"no",6
"34215",93,310,1990,3,1,"3","asym","end",0,1,2,"no",6
"34221",93,315,1930,2,0,"1","x","asym",0,1,2,"no",6
"34222",93,315,1935,2,1,"1","asym","x",0,1,2,"no",6
"34229",93,315,1980,3,0,"3","x","sym",0,1,2,"no",6
"34230",93,315,1985,3,3,"3","sym","sym",0,1,2,"no",6
"34231",93,315,1990,3,3,"3","sym","end",5,1,2,"no",6
"34232",93,316,1995,3,0,"4","x","x",0,1,2,"no",6
"34233",93,316,2000,3,0,"4","x","end",5,1,2,"no",6
"34238",93,325,1904,2,0,"1","x","sym",0,1,2,"no",6
"34239",93,325,1909,2,2,"1","sym","sym",0,1,2,"no",6
"34240",93,325,1914,2,2,"1","sym","sym",5,1,2,"no",6
"34241",93,325,1920,2,2,"1","sym","x",11,1,2,"no",6
"34242",93,325,1925,2,0,"1","x","sym",0,1,2,"no",6
"34243",93,325,1930,2,2,"1","sym","asym",0,1,2,"no",6
"34244",93,325,1935,1,2,"1","asym","sym",0,1,2,"no",6
"34245",93,325,1940,2,2,"1","sym","x",0,1,2,"no",6
"34246",93,325,1950,9,0,"2","x","x",0,1,2,"no",6
"34247",93,325,1955,9,0,"2","x","x",5,1,2,"no",6
"34248",93,325,1960,9,0,"2","x","sym",10,1,2,"no",6
"34249",93,325,1965,9,9,"2","sym","sym",0,1,2,"no",6
"34250",93,325,1970,3,3,"3","sym","sym",5,1,2,"no",6
